GeschaeftId,Geschaeftsjahr,Geschaeftsnummer,Geschaeftstitel,Geschaeftsart,gruppe,id_1,name_1,vorname_1,partei_1,wahlkreis_1,id_2,name_2,vorname_2,partei_2,wahlkreis_2
7a66968b-848f-4406-a71a-1f758506fff8,2020,37,"Verrechnung der Kosten für Sachschäden, Reinigung und Polizeieinsatz bei bewilligten Demonstrationen mit Sachschäden und Ausschreitungen",Postulat,SVP,,,,,,,,,,
5e65febd-dce0-4457-b3be-1b0f85a3da54,2020,36,Bedarfsgerechte Erneuerung und Modernisierung der Freestylehalle im Quartier Grünau,Motion,,24e06b1c-f63a-4c9d-b4e6-2837f9c46911,Lamprecht,Pascal,SP,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,
efad717a-0f7d-49c8-8663-8f2b90c73431,2020,35,"Erweiterung der Rechtsgrundlage für die Auszahlung von Objektbeiträgen an Einrichtungen privater Anbieter für Kinder im Vorschulalter, Änderung der Verordnung über die familienergänzende Kinderbetreuung",Motion,AL,,,,,,,,,,
8ce33263-6973-4611-89e8-cc3cbfc6601c,2020,34,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,AL,,,,,,,,,,
56074518-08ef-4c5e-8cb3-4a77aa75c199,2020,33,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,GLP,,,,,,,,,,
658e597e-1b9a-474b-9b24-56b6311c4d7d,2020,32,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,Grüne,,,,,,,,,,
bb4d0fef-aa3e-4590-9b25-87c8ce30c0dd,2020,31,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,SVP,,,,,,,,,,
8e604bc5-eb08-496e-b9d5-26fa47115d99,2020,30,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,FDP,,,,,,,,,,
2224fc8d-c6c8-4830-b2fd-6c1bbd46b287,2020,29,Öffentlicher Gestaltungsplan «Thurgauerstrasse Teilgebiete A und C–F Wohnen/Gewerbe»,Erklärung,SP,,,,,,,,,,
2a52c31a-1d62-4b4f-a16c-24029170e688,2020,28,"Entschädigungsverordnung des Gemeinderats (EntschVO GR; AS 171.110), Teilrevision Anpassung Taggeld",Weisung,,,,,,,,,,,
1391c809-fbbc-4c1e-a2fe-567ded3ee59e,2020,25,"Amt für Städtebau, Teilrevision der Bau- und Zonenordnung, Rekurs gegen die Zuteilung der Grundstücke Kat. Nr. FL2971–FL2973 in die Wohnzone W4, Urteil des Verwal-tungsgerichts des Kantons Zürich (VB.2018.00540), Entscheid betreffend Beschwerde an das Bundesgericht",Rechtsmittelverfahren,,,,,,,,,,,
d16ee193-47bf-473a-9831-525c88089264,2020,24,"Rekurs gegen die Rückweisung der Interpellation 2019/296 von Suanne Brunner (SVP) und Stephan Iten (SVP), Beschluss des Bezirksrats Zürich, Entscheid betreffend Wei-terzug an das Verwaltungsgericht des Kantons Zürich",Rechtsmittelverfahren,,,,,,,,,,,
7590353e-73d8-46ab-b7c8-a45e1d666ed9,2020,23,"Gewerbeparkkarte für Handwerksbetriebe, Kriterien für die Erteilung von Gewerbeparkkarten und Möglichkeiten für eine Neubeurteilung bei einer Verweigerung sowie Massnahmen für eine gewerbefreundlichere Ausgestaltung des Parkkartensystems auch hinsichtlich der Förderung von kleineren, energieeffizienteren Fahrzeugen",Schriftliche Anfrage,,85646468-766b-4031-a384-0ac4baa0398c,Silberschmidt,Andri,FDP,,ce8041b1-19af-4e73-8c30-0b2577592bbd,Iten,Stephan,SVP,
ad41592e-618a-4e85-9401-79c97e27739e,2020,22,Beitritt zum Netzwerk «C40 Cities» für einen aktiven Wissenstransfer und Kooperation mit anderen Städten für Klimaschutzmassnahmen,Postulat,,b4a24a7b-abe0-4fd7-96d0-f55676dd7861,Huberson,Nadia,SP,,e5856807-c783-458c-985c-391692d6d834,Strub,Jean-Daniel,SP,
d254931a-b62f-47b7-9043-f97024092d36,2020,21,"World Economic Forum (WEF) 2020, städtische Aufwendungen",Erklärung,Grüne,,,,,,,,,,
8ad51aa5-d0aa-4186-97b1-4aec623e8b4d,2020,19,"Beauftragte oder Beauftragter in Beschwerdesachen, Ersatzwahl für den Rest der Amtsdauer 2018–2022",Wahl,,,,,,,,,,,
a73ce0eb-cc7b-4f93-babb-2bb998d60db5,2020,18,"Aufhebung von Fussgängerstreifen in Tempo-30-Zonen und Quartierzentren, Kriterien für die Umsetzung eines «Flächiges Querens in Ortszentren (FLOZ» und Berücksichtigung von Personen mit besonderen Mobilitätsbedürfnissen sowie Möglichkeiten für eine Signalisierung der Vortrittsberechtigung für die Fussgängerinnen und Fussgänger",Schriftliche Anfrage,,ad19c2cb-10d3-426a-a915-45763615ca0c,Romanelli,Olivia,AL,,bbfb8ca0-91b1-448d-b1fc-c5e3bb35c158,Eberle,Natalie,AL,
43466a6d-6ddd-4945-a0d6-541943d1b008,2020,17,"Überlastung der Tramlinien in der Limmatstrasse, bauliche Infrastruktur und betriebliche Voraussetzungen für den Einsatz grösserer Tramzüge oder ein erweitertes Tramangebot sowie mögliche Massnahmen zur Lenkung der Reisenden auf andere Umsteigebeziehungen",Schriftliche Anfrage,,af3b8608-2ac0-46ac-b05c-3e5da7845df6,Käppeli,Hans Jörg,SP,,,,,,
5381d1cd-929b-4845-a3aa-38a6e8f56abc,2020,16,"Missstände und mögliche Gesetzesverstösse in den Kindertagesstätten von globegarden, bisherige Aufsichtsbesuche der Krippenaufsicht und Meldungen von Eltern und Mitarbeitenden betreffend Missstände in den Betreuungseinrichtungen der Stadt sowie Massnahmen zur Gewährleistung einer guten Betreuungsqualität",Schriftliche Anfrage,,fb327c9d-1574-4545-88f9-188d96ba3989,Früh,Anjushka,SP,,621f34f2-b784-4bcf-a54a-a15a02234082,Wey,Natascha,SP,
ff622831-01e3-467f-a46b-6583df7b179f,2020,15,"Sihlwasserüberfall bei der Sportanlage Sihlhölzli, Möglichkeiten für ökologische Aufwertungs- und Revitalisierungsmassnahmen sowie Machbarkeit und Konzessionsverfahren für die Realisierung einer Stromturbine",Schriftliche Anfrage,,53ba534c-2097-488a-a689-b189878cf215,Egloff,Mathias,SP,,76fbbc2b-275a-4f50-8832-2c5ad3fa3bc4,Brander,Simone,SP,
c6601d81-1c06-420c-adb4-3759115722d5,2020,14,"Ablösung der Verkehrsregelungsanlagen, geplanter Zeitraum der Ersetzungen und Eckpunkte des Beschaffungs- und Umsetzungsprojekts sowie Vernetzung der Lichtsignalanlagen mit der übergeordneten Verkehrssteuerung und Nutzen der sich daraus ergebenden Daten",Schriftliche Anfrage,,12f11f39-d53e-4cb2-a1da-0d458e0a0411,Müller,Marcel,FDP,,24e06b1c-f63a-4c9d-b4e6-2837f9c46911,Lamprecht,Pascal,SP,
107f8c9e-d905-434b-b977-e3f16f4abf22,2020,13,Planung einer möglichst vollständigen Fassadenbegrünung für die neue Bobinenhalle auf dem ewz-Areal Herdern,Postulat,,56d4d8c4-0ee8-4dce-b0b8-dc2388433758,Kunz,Markus,Grüne,,827792a3-491d-425d-955c-d5a9965252ae,Probst,Matthias,Grüne,
9c81524e-5a94-4217-8021-f729a795e03c,2020,12,"Bericht betreffend einer strategischen Nutzung des Potentials der Kreislaufwirtschaft, unter Einbezug einer Stärkung des Wirtschaftsstandorts Zürich",Postulat,,85646468-766b-4031-a384-0ac4baa0398c,Silberschmidt,Andri,FDP,,542a729c-4ec3-4f2b-bf79-3d84414560cf,Vogel,Sebastian,FDP,
3f9058dc-5ec0-4453-bcd6-f03425250364,2020,11,Erhalt des Grünraums an der Verzweigung Altstetterstrasse-Hohlstrasse als für den Fussverkehr durchgängiger Kleinpark,Postulat,,e965adf7-71b7-4e39-a714-175ee4990207,Marti,Res,Grüne,,24e06b1c-f63a-4c9d-b4e6-2837f9c46911,Lamprecht,Pascal,SP,
58e15a1c-57e8-4d64-bd37-8e9fba7225f4,2020,10,Regelung einer Stellvertretung ab dem ersten Tag in der Betreuung an den städtischen Volksschulen,Postulat,,519973d2-b738-4664-b746-f0f4cb815497,Bürgisser,Balz,Grüne,,425cc044-7799-4b37-8451-5903866239a9,Kägi Götz,Maya,SP,
6846ec2a-816e-49f5-9427-9603b0c559dd,2020,9,"Jährliche, unangemeldete Kontrollen aller Kindertagesstätten",Postulat,,fb327c9d-1574-4545-88f9-188d96ba3989,Früh,Anjushka,SP,,7b3608c9-8939-4d75-9771-fdcd2a84ea04,Prelicz-Huber,Katharina,Grüne,
7b85933e-e79f-4347-9269-758f06780d1a,2020,8,Befristete Reduktion der Grundgebühren der Wasserversorgung um 50 Prozent,Motion,,b84bdf09-0197-4eac-989f-b6e49b297edd,Kirstein,Andreas,AL,,2fe4ac1e-5d58-4546-9d26-618b3980ca74,Leiser,Albert,FDP,
18f1c8a4-3f4e-476f-a5c2-015651fb7605,2020,7,"Liegenschaften Stadt Zürich und Immobilien Stadt Zürich,  Erwerb von jeweils 63/100 Miteigentum an der Liegenschaft Mühlegasse 18 sowie am Hofgrundstück Preyergasse,  Quartier Altstadt, Vertragsgenehmigung und Objektkredit",Weisung,,,,,,,,,,,
88929ffd-df1e-4d11-aff7-4c61f93ec228,2020,6,"Suizide und Suizidversuche von geflüchteten Menschen, Betreuung der Betroffenen und des Personals nach einem durchgeführten Suizidversuch und grundsätzliche Verfahren in solchen psychiatrischen Notfallsituationen",Schriftliche Anfrage,,afb2e0bc-b941-4fa4-8936-9b4978fc1ee1,Akyol,Ezgi,AL,,4a1be35e-3f69-48a4-85b1-3fee07b006ae,Garcia Nuñez,David,AL,
25eff581-2aad-4fad-b477-8b3cf7492f70,2020,5,Auszahlung der budgetierten Lohnnebenleistung für 2020 in Form von Reka-Geld,Postulat,,bd983e30-7d78-4fec-91fb-5bab8e4c647d,Bartholdi,Roger,SVP,,1d89215d-9a2e-4e76-8835-a5fd747132b8,Eugster,Emanuel,SVP,
32bb57cd-3e5c-49a4-a37a-109651cb1a26,2020,4,"Sihlwasserüberfall bei der Sportanlage Sihlhölzli, Möglichkeiten für ökologische Aufwertungs- und Revitalisierungsmassnahmen sowie Machbarkeit und Konzessionsverfahren für die Realisierung einer Stromturbine",Schriftliche Anfrage,,53ba534c-2097-488a-a689-b189878cf215,Egloff,Mathias,SP,,76fbbc2b-275a-4f50-8832-2c5ad3fa3bc4,Brander,Simone,SP,
36e1d027-c39a-427b-a3db-cfa254532fc3,2020,3,"Arbeitsbedingungen für VBZ-Angestellte im Fahrdienst, Zusammenhang zwischen den absolvierten Schichten und der Unfallhäufigkeit und Hintergründe zur krankheitsbedingten Ausfallquote, zum Personalmangel, zum Sicherheitsempfinden des Personals, den Schichtplänen und den Personalbeurteilungen",Schriftliche Anfrage,,76fbbc2b-275a-4f50-8832-2c5ad3fa3bc4,Brander,Simone,SP,,70c4fb44-48da-47b2-b24e-aaf500c1e78c,Egger,Heidi,SP,
6040991e-ad23-4f4e-9063-0a9796cdcaab,2020,2,"Praktika der Fachstelle für Gleichstellung und der Pflegezentren für den beruflichen Wiedereinstieg, Zahlen zu den vermittelten Praktika, zu den Löhnen und den an-schliessenden Festanstellungen sowie zum Kosten-/Nutzenverhältnis der Angebote",Schriftliche Anfrage,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,,621f34f2-b784-4bcf-a54a-a15a02234082,Wey,Natascha,SP,
e0d8e9ba-ab84-4240-83fd-d004b1722072,2020,1,"Bewilligung eines provisorischen Aufgangs zur Hardbrücke im Rahmen des Baus des Polizei- und Justizzentrums, Vorgaben für die Realisierung des Aufgangs und Auswirkungen für den geplanten Fuss- und Radweg sowie Möglichkeiten für einen Verzicht auf einen vorzeitigen Abbruch des Güterbahnhofs",Schriftliche Anfrage,,ee8204f4-9290-49ca-99ae-d18a22a0a513,Angst,Walter,AL,,d2faaa00-3795-451c-9f72-1d17ebee399b,Schiller,Christina,AL,
da22414c-3dd6-4f14-ae11-f2296a23ba84,2019,562,Dringliche Motion von Markus Merki und Matthias Wiesmann betreffend Projektierungskredit für einen dreijährigen Pilotversuch auf der Einfallachse Bellerivestrasse/Utoquai betreffend Reduktion der Fahrspuren mit einem wechselseitigen Verkehrsregime und Markierung eines beidseitigen Velowegs,Weisung,,,,,,,,,,,
23b11a3d-1871-4fcf-9fdb-06b5c8508c5b,2019,561,"Botschaft des ewz-Trams betreffend «6 Wahrheiten rund um den grünen Strom», Haltung des Stadtrats und konkrete Zahlen zu den 6 Wahrheiten",Schriftliche Anfrage,,0ba896b5-0082-45e9-aedc-abfb7ee12efd,Urech,Stefan,SVP,,315b5eab-efff-4378-b38f-f7a2c62ed27a,Sinovcic,Dubravko,SVP,
dc956ecc-9ac0-467d-a2d8-f02e7203b2fc,2019,560,Verzicht auf eine finanzielle Beteiligung der Flughafen Zürich AG am Flughafenprojekt «Nijgadh» in Nepal und Bericht über die Rolle des Stadtrats in der Flughafen Zürich AG,Postulat,,7d0fb669-0e85-4051-87f5-db23ea3f1802,Maggi,Luca,Grüne,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,
bf5a1ab2-cc4e-4944-b955-f409ba04dede,2019,559,Anpassung der städtischen Beschaffungsrichtlinien hinsichtlich eines Verzichts von Einwegplastikprodukten,Postulat,,fb327c9d-1574-4545-88f9-188d96ba3989,Früh,Anjushka,SP,,76fbbc2b-275a-4f50-8832-2c5ad3fa3bc4,Brander,Simone,SP,
b5edbe7c-3452-4321-ac77-3a8a462f84fc,2019,558,Urteil des Baurekursgerichts zur ZKB-Seilbahn,Erklärung,Grüne,,,,,,,,,,
1313c9f5-00f3-4223-ae95-2f0dccc61ddb,2019,557,Hasskommentare gegen Politiker und Politikerinnen mit ausländisch klingenden Namen,Erklärung,AL,,,,,,,,,,
7963b3d5-1a31-444b-94af-3f9eb83b1145,2019,556,"Kultur, Zürcher Kunstgesellschaft, Investitionsbeitrag «Erweiterung und Erneuerung Sicherheitsanlagen und IT-Sicherheit Bestandesbau», Stiftung Zürcher Kunsthaus, Investitionsbeitrag «Anpassung Sicherheits- und Fluchttüren Bestandesbau» ",Weisung,,,,,,,,,,,
229903b5-3c2f-4d5e-99ce-ceed0744fd09,2019,555,"Renovation der städtischen Wohnsiedlung Bullingerhof, Sanierungsbedarf der Gebäude und Auswirkungen des Bauprojekts auf die Bewohnerinnen und Bewohner, Aussenräume und Grünflächen sowie auf die Bevölkerungsstruktur im nahen Quartier und in den benachbarten Siedlungen",Schriftliche Anfrage,,b6fb585d-cb29-454b-b14a-aad637405ce5,Tobler,Marcel,SP,,92df5620-a5ce-442b-8bff-f213e489f001,Huber,Patrick Hadi,SP,
32fe71dd-56f3-4873-9d35-1a69ba0f9549,2019,554,"Brand im Schulhaus Blumenfeld, Gründe für die rasche Ausbreitung des Brands und realisierte bauliche Massnahmen für eine Beschränkung solcher Brände sowie Auswirkungen des Brands auf die verschiedenen Nutzenden des Schulhauses und der Mehrzweckhalle",Schriftliche Anfrage,,9e46c2e0-626a-4d19-82e8-de1b2a3e216d,Maillard,Patrik,AL,,b84bdf09-0197-4eac-989f-b6e49b297edd,Kirstein,Andreas,AL,
0a20d02d-b678-4123-bcda-368e14159287,2019,553,"Globalbudget Grün Stadt Zürich, Einführung einer Steuerungsgrösse betreffend Anteil Fremdaufträge für die Flächenbewirtschaftung",Globalbudgetantrag,,9839bb97-ee67-4c59-beb3-f11530f5ed68,Tognella,Roger,FDP,,542a729c-4ec3-4f2b-bf79-3d84414560cf,Vogel,Sebastian,FDP,
00d12f5f-c0bd-43d4-b667-3c73573b634d,2019,552,"Nutzungsgebühr für den Boden betreffend Betrieb der «Züri-Bahn» der Zürcher Kantonalbank ZKB, Begründung der unterschiedlichen Festsetzungen der Nutzungsgebühren und Bemessungsgrundlagen für die Ermittlung des Landwerts  sowie Konditionen der erteilten Sondernutzungsbewilligung",Schriftliche Anfrage,,7d0fb669-0e85-4051-87f5-db23ea3f1802,Maggi,Luca,Grüne,,56d4d8c4-0ee8-4dce-b0b8-dc2388433758,Kunz,Markus,Grüne,
3fe26e87-bb68-4d33-b749-857d525fc576,2019,551,Registrierungspflicht für gewerblich-kommerzielle AnbieterInnen von Beherbergungsflächen für den Tourismus und für Business Appartements,Motion,AL,,,,,,,,,,
4dc7806a-a562-415a-afb6-5ea09649d7ed,2019,550,Durchführung eines Gemeinderatsfests mit Aufteilung der Kosten unter den Fraktionen,Beschlussantrag,SVP,,,,,,,,,,
2dbf03d4-107d-4570-9239-99f52b1d7a39,2019,549,Budget 2020 und FAP 2020–2023,Erklärung,AL,,,,,,,,,,
3ba2081e-96ed-4a28-9c8c-93e90e684316,2019,548,Budget 2020 und FAP 2020–2023,Erklärung,GLP,,,,,,,,,,
da1724ee-f181-4be9-889a-538118c3b9a3,2019,547,Budget 2020 und FAP 2020–2023,Erklärung,Grüne,,,,,,,,,,
c8589e29-fe78-488e-9763-bf5a49ccfa57,2019,546,Budget 2020 und FAP 2020–2023,Erklärung,SVP,,,,,,,,,,
1137958f-4f57-4600-8580-fcf0ac07c4e3,2019,545,Budget 2020 und FAP 2020–2023,Erklärung,FDP,,,,,,,,,,
d52bf190-8936-488c-9327-e143a92e2c6c,2019,544,Budget 2020 und FAP 2020–2023,Erklärung,SP,,,,,,,,,,
198c1da0-972a-440a-a560-b04d7d993dac,2019,543,"ERZ Entsorgung + Recycling Zürich, Kehrichtheizkraftwerk, 3. Verbrennungslinie, Erhöhung Projektierungskredit",Weisung,,,,,,,,,,,
0484859e-cd23-48cb-9655-184e2b9d4a7e,2019,542,"Verwendung der Jubiläumsdividende der Zürcher Kantonalbank ZKB, Kosten für die Verteilung der Gelder für die Realisierung von kreativen Kleinprojekten und Kriterien für deren Unterstützung sowie alternative Verwendungsmöglichkeit im Sinne eines Matching-Fonds zu einzelnen Crowdfunding-Projekten",Schriftliche Anfrage,,aa77152d-5fde-4725-8c69-21c022000ec8,Krayenbühl,Guy,GLP,,178260bc-b46e-460b-bd3f-f80ae421c468,Meyer,Pirmin,GLP,
91fc44ff-cdad-4c0c-9be3-de6d2f5dc985,2019,541,"Verkehrseinschränkungen und Parkplatzabbau für Gewerbebetriebe, Haltung des Stadtrats zu den Problemen des Gewerbes als Folge seiner rigorosen Parkplatz- und Verkehrspolitik",Schriftliche Anfrage,,ce8041b1-19af-4e73-8c30-0b2577592bbd,Iten,Stephan,SVP,,458e62cd-e3eb-42b1-86f1-3135a4ed95a4,Richter,Derek,SVP,
0e43d519-a654-468e-8236-83590d41fa4c,2019,540,"Aufnahme von Asylsuchenden, Angaben zur Zahl der aufgenommenen Asylsuchenden und deren Unterbringung per Ende 2018 sowie heutige Nutzung der  Messehalle 9 in Oerlikon und Belegung der weiteren Asylunterkünfte der Stadt",Schriftliche Anfrage,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,,9eb41597-6dc5-4f2c-b900-64bb308fb2bf,Schwendener,Thomas,SVP,
f89ede31-fdb8-4772-86ce-58635a1b75c3,2019,539,Strategie für den Erwerb von ausserstädtischen Landflächen und Immobilien sowie Angaben des ausserstädtischen und ausserhalb der Schweiz liegenden Land- und Immobilienbesitz der Stadt,Schriftliche Anfrage,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,,1d89215d-9a2e-4e76-8835-a5fd747132b8,Eugster,Emanuel,SVP,
8cf53ea2-28b9-45ae-8df9-df8c300ecc88,2019,538,"Verkehrsregime für die Erschliessung des Kornhauses Swissmill, Angaben zum freihändigen Verfahren betreffend Signalsteuerung Anschlussgleis Zahnradstrasse und zu den jährlichen Kosten der Investition sowie Möglichkeit einer Bahnwärterstelle für die Bedienung des Tores",Schriftliche Anfrage,,af7eb3bf-d095-4438-bc6b-847b3d0db23b,Helfenstein,Urs,SP,,,,,,
f5ccaa61-c3c0-44eb-9479-95483fd55bba,2019,537,"Tätlicher Angriff in der Buchhandlung/Bar «sphères» vom 27. November 2019, Haltung des Stadtrats zum Vorfall und zur genugtuenden Äusserung eines städtischen Angestellten sowie Massnahmen zur Verhinderung solcher Situationen zum Schutz der gesamten Bevölkerung",Interpellation,SVP,,,,,,,,,,
6c2ab030-9c1c-4510-93fc-9d46510174f8,2019,536,Bereitstellung der notwendigen Fachkompetenz für einen verstärkten Einsatz der Stadt zugunsten der Anbindung Zürichs an das europäische Hochleistungsnetz der Bahn,Postulat,,63c8f7d9-abd1-4aae-8106-bfde63980439,Danner,Ernst,EVP,,8ef1bf9d-63aa-4999-9ac6-0b3ee16c838f,Föhn,Roger,EVP,
d7be59de-4227-4071-ab71-a7f74169456a,2019,535,Einsatz von Recycling-Ticket-Automaten an zentralen Tramhaltestellen,Postulat,,4a1be35e-3f69-48a4-85b1-3fee07b006ae,Garcia Nuñez,David,AL,,b84bdf09-0197-4eac-989f-b6e49b297edd,Kirstein,Andreas,AL,
815e64e1-9fbd-42ec-91b2-0f4e3c93484f,2019,534,Mehr Transparenz betreffend Machbarkeitsstudien und Betriebskonzepten bei Schulbauten,Postulat,,9e46c2e0-626a-4d19-82e8-de1b2a3e216d,Maillard,Patrik,AL,,bbfb8ca0-91b1-448d-b1fc-c5e3bb35c158,Eberle,Natalie,AL,
013a9b87-05d0-4ae6-9c4f-439ed2ce386f,2019,533,Verkauf der städtischen Grundstücke in Adliswil und Wettswil am Albis an die jeweiligen Gemeinden oder die Meistbietenden,Postulat,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,,1d89215d-9a2e-4e76-8835-a5fd747132b8,Eugster,Emanuel,SVP,
3dd75cdf-0687-48a8-bfa1-35bdf82bc808,2019,532,Einforderung einer kontinuierlichen Erhöhung des Anteils an erneuerbaren Gasen im Rahmen der Vernehmlassung zum Gasversorgungsgesetz,Postulat,,fb3c8de1-8a1d-48f0-a0c1-81de7a118740,Hüni,Guido,GLP,,542a729c-4ec3-4f2b-bf79-3d84414560cf,Vogel,Sebastian,FDP,
7e810383-8a50-4243-9b12-0ffd260953e8,2019,531,Finanzielle Unterstützung für die Erdbebenopfer in Albanien im Rahmen der humanitären Hilfe,Postulat,,40f5621f-cd63-4650-8f59-0c19f83fdb1f,Avdili,Përparim,FDP,,2183638f-f397-4fce-90af-ee75804d87cc,Ursprung,Corina,FDP,
a99f17de-f591-4c2e-813d-4aff73f1c1c3,2019,530,Prüfung aller Projekte des Tiefbauamts durch eine interne Fachperson Veloverkehr,Postulat,,40f0e131-1e71-4279-8b84-826d9a12de52,Utz,Florian,SP,,827792a3-491d-425d-955c-d5a9965252ae,Probst,Matthias,Grüne,
b7fb58d6-5289-442a-80c9-d28b44b655b3,2019,529,Überarbeitung des Strassenprojekts Badenerstrasse hinsichtlich einer Lärmsanierung mit Tempo 30 und Umsetzung der beiden im Regionalen Richtplan geplanten Velorouten,Postulat,Grüne,,,,,,,,,,
b61ea453-3314-4870-98d4-a1f935460955,2019,528,"Überarbeitung des Strassenprojekts Kasernenstrasse vor dem Sihlpostgebäude hinsichtlich Veloabstellplätze, Fuss- und Radwege, Behindertenparkplätze und Tieftempokonzept",Postulat,Grüne,,,,,,,,,,
94ab799c-806a-4587-9236-4467abd20f16,2019,527,Humanitäres Hilfspaket für Binnenvertriebene in Nordsyrien,Postulat,AL,,,,,,,,,,
0e664965-3f04-4217-8a25-4e760c6e54a9,2019,526,Bericht über die im Rahmen des kantonalen Leistungsauftrags «Betrieb von MNA-Strukturen» bestehenden Heime sowie Bericht der AOZ über die Umsetzung der Empfehlungen,Postulat,AL,,,,,,,,,,
121a94e9-b436-4abe-a57a-99f3b8cb3223,2019,525,Aufführung von bestimmten Kennzahlen im Finanz- und Aufgabenplan (FAP) auf Stufe Dienstabteilung,Postulat,RPK (Rechnungsprüfungskommission),,,,,,,,,,
e11acc7e-0db2-44d7-af46-6388905043d3,2019,524,"Einführung einer subjektorientierten Subvention für punktuelle Entlastungsangebote im Pflege- und Betreuungsbereich für pflegebedürftige Menschen, die noch zu Hause leben",Motion,,41a05283-162c-4329-b559-ad2ad160f9c9,Schmid,Marion,SP,,2183638f-f397-4fce-90af-ee75804d87cc,Ursprung,Corina,FDP,
